nombre_campo,longitud,tipo,nemónico,catálogo,rango_claves
"Pregunta C59D.21 En los últimos tres meses, ¿cuántos días tomó cuatro o más bebidas en una ocasión?",2,C,c59d_21,c59d_21,"00...80,87,88,99"
"Pregunta C59E.21 Durante los últimos dos años ¿ha tomado usted bebidas alcohólicas como cerveza, vino, licor o pulque?",1,C,c59e_21,c59e_21,"1,2,8,9"
"Pregunta C64.21 ¿Comparado con hace dos años, usted...?",1,C,c64_21,c64_21,"1...3,8,9"
"Pregunta C65.21 En los últimos dos años, ¿ha cambiado su alimentación o sus hábitos de ejercicio para subir o bajar de peso?",1,C,c65_21,c65_21,"1,2,8,9"
Pregunta C66.21 ¿Como cuántos kilos pesa usted ahora?,3,C,c66_21,c66_21,"030...165,888,999"
Pregunta C67.1.21 ¿Como cuánto mide usted sin zapatos? - Metros,1,C,c67_1_21,c67_1_21,"1,2,8,9"
Pregunta C67.2.21 ¿Como cuánto mide usted sin zapatos? - Centímetros,2,C,c67_2_21,c67_2_21,00...99
"Pregunta C68A.21 Durante los últimos dos años, ¿ha tenido alguno de los siguientes problemas o molestias frecuentemente? - Hinchazón frecuente en los pies o en los tobillos",1,C,c68a_21,c68a_21,"1,2,8,9"
"Pregunta C68B.21 Durante los últimos dos años, ¿ha tenido alguno de los siguientes problemas o molestias frecuentemente? - Dificultad en respirar, jadeo o tos, o producción de flema",1,C,c68b_21,c68b_21,"1,2,8,9"
"Pregunta C68C.21 Durante los últimos dos años, ¿ha tenido alguno de los siguientes problemas o molestias frecuentemente? - Mareos o desmayos",1,C,c68c_21,c68c_21,"1,2,8,9"
"Pregunta C68D.21 Durante los últimos dos años, ¿ha tenido alguno de los siguientes problemas o molestias frecuentemente? -  Sed intensa",1,C,c68d_21,c68d_21,"1,2,8,9"
"Pregunta C68E.21 Durante los últimos dos años, ¿ha tenido alguno de los siguientes problemas o molestias frecuentemente? - Fatiga severa o agotamiento serio",1,C,c68e_21,c68e_21,"1,2,8,9"
"Pregunta C68F.21 Durante los últimos dos años, ¿ha tenido alguno de los siguientes problemas o molestias frecuentemente? - Dolor de estómago, indigestión, diarrea",1,C,c68f_21,c68f_21,"1,2,8,9"
"Pregunta C68G.21 Durante los últimos dos años, ¿ha tenido alguno de los siguientes problemas o molestias frecuentemente? -  Pérdida involuntaria de orina, al hacer cosas como toser, estornudar, recoger cosas o hacer ejercicio",1,C,c68g_21,c68g_21,"1,2,8,9"
"Pregunta C68H.21 Durante los últimos dos años, ¿ha tenido alguno de los siguientes problemas o molestias frecuentemente? - Pérdida involuntaria de orina, cuando tenía urgencia de orinar pero no pudo llegar al baño a tiempo",1,C,c68h_21,c68h_21,"1,2,8,9"
"Pregunta C68I.21 Durante los últimos dos años, ¿ha tenido alguno de los siguientes problemas o molestias frecuentemente? - Ardor o quemazón al orinar",1,C,c68i_21,c68i_21,"1,2,8,9"
"Pregunta C69A.21 ¿Cómo evaluaría la fuerza de su mano (la que utiliza más)?, ¿diría que es...?",1,C,c69a_21,c69a_21,"1...4,8,9"
"Pregunta C69B.21 ¿Qué tan seguido tiene usted dificultad en mantener su equilibrio/balance?, ¿diría que...?",1,C,c69b_21,c69b_21,"1...4,8,9"
"Pregunta C70.21 En los últimos dos años, ¿ha comido menos por falta de apetito, problemas digestivos, dificultades para masticar o tragar?",1,C,c70_21,c70_21,"1...3,8,9"
"Pregunta C70A.21 En los últimos dos años, ¿ha tenido dificultades para comer por problemas con sus dientes o su dentadura postiza?",1,C,c70a_21,c70a_21,"1,2,8,9"
Pregunta C71A.21 ¿Le falta alguna extremidad o parte de sus piernas o brazos debido a un accidente o enfermedad?,1,C,c71a_21,c71a_21,"1,2,8,9"
Pregunta C71B.21 ¿Ocurrió esta pérdida en los últimos dos años?,1,C,c71b_21,c71b_21,"1,2,8,9"
Pregunta C72.21 ¿Alguna vez le ha dicho un doctor o personal médico que sufre de algún problema de salud causado por su actividad laboral?,1,C,c72_21,c72_21,"1...3,8,9"
"Pregunta C73.21 Debido a enfermedad o heridas, durante los últimos 12 meses, ¿como cuántos días se tuvo que quedar en cama por más de medio día?",3,C,c73_21,c73_21,"000...365,888,999"
"Pregunta C74A.21 En los últimos 12 meses, ¿con qué frecuencia tiene dificultad para quedarse dormido(a)?, ¿diría que...?",1,C,c74a_21,c74a_21,"1...3,8,9"
"Pregunta C74B.21 En los últimos 12 meses, ¿con qué frecuencia se despierta durante la noche después de que se quedó dormido?, ¿diría que...?",1,C,c74b_21,c74b_21,"1...3,8,9"
"Pregunta C74C.21 En los últimos 12 meses, ¿con qué frecuencia se despierta temprano y no puede dormirse nuevamente?, ¿diría que...?",1,C,c74c_21,c74c_21,"1...3,8,9"
"Pregunta C74D.21 En los últimos 12 meses, ¿con qué frecuencia se siente descansado(a) cuando se despierta en las mañanas?, ¿diría que...?",1,C,c74d_21,c74d_21,"1...3,8,9"
"Pregunta C75.21 En los últimos 12 meses, ¿usted cree que ha tenido...?",1,C,c75_21,c75_21,"1...4,8,9"
"Pregunta C76.21 En los últimos 12 meses, ¿cuánto efecto cree usted que el estrés ha tenido sobre su salud?",1,C,c76_21,c76_21,"1...4,8,9"
"Pregunta C77.21 Con relación a la pandemia de COVID-19, de marzo de 2020 a la fecha, ¿cuánto estrés ha sentido usted?, ¿diría que…?",1,C,c77_21,c77_21,"1...4,8,9"
Pregunta D1.1.21 ¿Usted tiene derecho a servicio médico en Seguro Social (IMSS)?,1,C,d1_1_21,d1_1_21,"1,2,8,9"
"Pregunta D1D.1.21 Aproximadamente, ¿desde cuándo tiene derecho a este servicio?",4,C,d1d_1_21,d1d_1_21,"1943...2021,8888,9999"
Pregunta D2.1.21 ¿Recibe esos servicios o prestaciones porque es...?,1,C,d2_1_21,d2_1_21,"1...5,7...9"
Pregunta D1.2.21 ¿Usted tiene derecho a servicio médico en ISSSTE / ISSSTE Estatal?,1,C,d1_2_21,d1_2_21,"1,2,8,9"
"Pregunta D1D.2.21 Aproximadamente, ¿desde cuándo tiene derecho a este servicio?",4,C,d1d_2_21,d1d_2_21,"1959...2021,8888,9999"
Pregunta D2.2.21 ¿Recibe esos servicios o prestaciones porque es...?,1,C,d2_2_21,d2_2_21,"1...5,7...9"
"Pregunta D1.3.21 ¿Usted tiene derecho a servicio médico en INSABI (Instituto Nacional de Salud para el Bienestar, antes Seguro Popular)?",1,C,d1_3_21,d1_3_21,"1,2,8,9"
"Pregunta D1D.3.21 Aproximadamente, ¿desde cuándo tiene derecho a este servicio?",4,C,d1d_3_21,d1d_3_21,"2003...2021,8888,9999"
Pregunta D2.3.21 ¿Recibe esos servicios o prestaciones porque es...?,1,C,d2_3_21,d2_3_21,"1...5,7...9"
"Pregunta D1.4.21 ¿Usted tiene derecho a servicio médico en PEMEX, Defensa o Marina?",1,C,d1_4_21,d1_4_21,"1,2,8,9"
"Pregunta D1D.4.21 Aproximadamente, ¿desde cuándo tiene derecho a este servicio?",4,C,d1d_4_21,d1d_4_21,"1951...2021,8888,9999"
Pregunta D2.4.21 ¿Recibe esos servicios o prestaciones porque es...?,1,C,d2_4_21,d2_4_21,"1...5,7...9"
Pregunta D1.5.21 ¿Usted tiene derecho a servicio médico en Seguro Médico Privado?,1,C,d1_5_21,d1_5_21,"1,2,8,9"
"Pregunta D1D.5.21 Aproximadamente, ¿desde cuándo tiene derecho a este servicio?",4,C,d1d_5_21,d1d_5_21,"1943...2021,8888,9999"
Pregunta D2.5.21 ¿Recibe esos servicios o prestaciones porque es...?,1,C,d2_5_21,d2_5_21,"1...5,7...9"
Pregunta D1.6.21 ¿Usted tiene derecho a servicio médico en Otro?,1,C,d1_6_21,d1_6_21,"1,2,8,9"
"Pregunta D1D.6.21 Aproximadamente, ¿desde cuándo tiene derecho a este servicio?",4,C,d1d_6_21,d1d_6_21,"1955...2021,8888,9999"
Pregunta D2.6.21 ¿Recibe esos servicios o prestaciones porque es...?,1,C,d2_6_21,d2_6_21,"1...5,7...9"
"Pregunta D3A.21 ¿Entonces, no tiene derecho a servicio médico en ninguna institución?",1,C,d3a_21,d3a_21,"1,2,8,9"
"Pregunta D3B.21 Desde la última vez que hablamos con usted, ¿tuvo una cirugía mayor (Ha tenido usted una cirugía mayor en los últimos tres o cuatro años)?",1,C,d3b_21,d3b_21,"1,2,8,9"
Pregunta D3C.01.21 Especifique el año (los años) - 2018,1,C,d3c_01_21,d3c_01_21,"0,1"
Pregunta D3C.02.21 Especifique el año (los años) - 2019,1,C,d3c_02_21,d3c_02_21,"0,1"
Pregunta D3C.03.21 Especifique el año (los años) - 2020,1,C,d3c_03_21,d3c_03_21,"0,1"
Pregunta D3C.04.21 Especifique el año (los años) - 2021,1,C,d3c_04_21,d3c_04_21,"0,1"
"Pregunta D4.21 Incluyendo todas las veces en el último año, ¿como cuántas noches ha estado internado en un hospital?",3,C,d4_21,d4_21,"000...120,888,999"
Pregunta D5.01.21 ¿En qué tipo de hospitales se atendió? - En el IMSS,1,C,d5_01_21,d5_01_21,"0,1"
Pregunta D5.02.21 ¿En qué tipo de hospitales se atendió? - En el ISSSTE/ISSSTE Estatal,1,C,d5_02_21,d5_02_21,"0,1"
Pregunta D5.03.21 ¿En qué tipo de hospitales se atendió? - Secretaría de Salud o Servicios Estatales de Salud,1,C,d5_03_21,d5_03_21,"0,1"
Pregunta D5.04.21 ¿En qué tipo de hospitales se atendió? - IMSS-BIENESTAR (antes IMSS PROSPERA),1,C,d5_04_21,d5_04_21,"0,1"
"Pregunta D5.05.21 ¿En qué tipo de hospitales se atendió? - PEMEX, Defensa o Marina",1,C,d5_05_21,d5_05_21,"0,1"
Pregunta D5.06.21 ¿En qué tipo de hospitales se atendió? - En clínica u hospital privado,1,C,d5_06_21,d5_06_21,"0,1"
"Pregunta D5.07.21 ¿En qué tipo de hospitales se atendió? - En Cruz Roja, Cruz Verde",1,C,d5_07_21,d5_07_21,"0,1"
Pregunta D5.08.21 ¿En qué tipo de hospitales se atendió? - OTRO,1,C,d5_08_21,d5_08_21,"0,1"
Pregunta D5.88.21 ¿En qué tipo de hospitales se atendió? - NO RESPONDE,1,C,d5_88_21,d5_88_21,"0,1"
Pregunta D5.99.21 ¿En qué tipo de hospitales se atendió? - NO SABE,1,C,d5_99_21,d5_99_21,"0,1"
"Pregunta D6.21 Incluyendo todas las veces, ¿como cuánto pagó por estas hospitalizaciones?",6,C,d6_21,d6_21,"000000...800000,888888,999999"
"Pregunta D7A.21 ¿Diría usted que son más de $7,500 pesos?",1,C,d7a_21,d7a_21,"1,2,9"
"Pregunta D7B.21 ¿Diría usted que son más de $4,000 pesos?",1,C,d7b_21,d7b_21,"1,2,9"
"Pregunta D7C.21 ¿Diría usted que son más de $30,000 pesos?",1,C,d7c_21,d7c_21,"1,2,9"
"Pregunta D8.1.21 En el último año, ¿como cuántas veces ha consultado usted a un dentista?",3,C,d8_1_21,d8_1_21,"000...200,888,999"
"Pregunta D9.1.21 Incluyendo todas las veces, ¿como cuánto se pagó por esto en efectivo o se pagó en especie?",6,C,d9_1_21,d9_1_21,"000000...300000,777777,888888,999999"
"Pregunta D10A1.21 ¿Diría usted que son más de $2,000 pesos?",1,C,d10a1_21,d10a1_21,"1,2,9"
Pregunta D10B1.21 ¿Diría usted que son más de $400 pesos?,1,C,d10b1_21,d10b1_21,"1,2,9"
"Pregunta D10C1.21 ¿Diría usted que son más de $15,000 pesos?",1,C,d10c1_21,d10c1_21,"1,2,9"
Pregunta D10D01.1.21 ¿A dónde acudió? - IMSS,1,C,d10d01_1_21,d10d01_1_21,"0,1"
Pregunta D10D02.1.21 ¿A dónde acudió? - ISSSTE / ISSSTE Estatal,1,C,d10d02_1_21,d10d02_1_21,"0,1"
Pregunta D10D03.1.21 ¿A dónde acudió? - Secretaría de Salud o Servicios Estatales de Salud,1,C,d10d03_1_21,d10d03_1_21,"0,1"
Pregunta D10D04.1.21 ¿A dónde acudió? - IMSS-BIENESTAR (antes IMSS PROSPERA),1,C,d10d04_1_21,d10d04_1_21,"0,1"
"Pregunta D10D05.1.21 ¿A dónde acudió? - PEMEX, Defensa o Marina",1,C,d10d05_1_21,d10d05_1_21,"0,1"
Pregunta D10D06.1.21 ¿A dónde acudió? - Clínica u hospital privado,1,C,d10d06_1_21,d10d06_1_21,"0,1"
Pregunta D10D07.1.21 ¿A dónde acudió? - Cruz Roja,1,C,d10d07_1_21,d10d07_1_21,"0,1"
Pregunta D10D08.1.21 ¿A dónde acudió? - Consultorio en farmacia,1,C,d10d08_1_21,d10d08_1_21,"0,1"
Pregunta D10D09.1.21 ¿A dónde acudió? - Quiropráctico / Homeópata / Curandero,1,C,d10d09_1_21,d10d09_1_21,"0,1"
Pregunta D10D10.1.21 ¿A dónde acudió? - OTRO,1,C,d10d10_1_21,d10d10_1_21,"0,1"
Pregunta D10D88.1.21 ¿A dónde acudió? - NO RESPONDE,1,C,d10d88_1_21,d10d88_1_21,"0,1"
Pregunta D10D99.1.21 ¿A dónde acudió? - NO SABE,1,C,d10d99_1_21,d10d99_1_21,"0,1"
"Pregunta D8.2.21 En el último año, ¿como cuántas veces le tuvieron que hacer procedimientos quirúrgicos sin internarse en el hospital?",3,C,d8_2_21,d8_2_21,"000...200,888,999"
"Pregunta D9.2.21 Incluyendo todas las veces, ¿como cuánto se pagó por esto en efectivo o se pagó en especie?",6,C,d9_2_21,d9_2_21,"000000...200000,777777,888888,999999"
"Pregunta D10A2.21 ¿Diría usted que son más de $2,000 pesos?",1,C,d10a2_21,d10a2_21,"1,2,9"
Pregunta D10B2.21 ¿Diría usted que son más de $400 pesos?,1,C,d10b2_21,d10b2_21,"1,2,9"
"Pregunta D10C2.21 ¿Diría usted que son más de $15,000 pesos?",1,C,d10c2_21,d10c2_21,"1,2,9"
Pregunta D10D01.2.21 ¿A dónde acudió? - IMSS,1,C,d10d01_2_21,d10d01_2_21,"0,1"
Pregunta D10D02.2.21 ¿A dónde acudió? - ISSSTE / ISSSTE Estatal,1,C,d10d02_2_21,d10d02_2_21,"0,1"
Pregunta D10D03.2.21 ¿A dónde acudió? - Secretaría de Salud o Servicios Estatales de Salud,1,C,d10d03_2_21,d10d03_2_21,"0,1"
Pregunta D10D04.2.21 ¿A dónde acudió? - IMSS-BIENESTAR (antes IMSS PROSPERA),1,C,d10d04_2_21,d10d04_2_21,"0,1"
"Pregunta D10D05.2.21 ¿A dónde acudió? - PEMEX, Defensa o Marina",1,C,d10d05_2_21,d10d05_2_21,"0,1"
Pregunta D10D06.2.21 ¿A dónde acudió? - Clínica u hospital privado,1,C,d10d06_2_21,d10d06_2_21,"0,1"
Pregunta D10D07.2.21 ¿A dónde acudió? - Cruz Roja,1,C,d10d07_2_21,d10d07_2_21,"0,1"
Pregunta D10D08.2.21 ¿A dónde acudió? - Consultorio en farmacia,1,C,d10d08_2_21,d10d08_2_21,"0,1"
Pregunta D10D09.2.21 ¿A dónde acudió? - Quiropráctico / Homeópata / Curandero,1,C,d10d09_2_21,d10d09_2_21,"0,1"
Pregunta D10D10.2.21 ¿A dónde acudió? - OTRO,1,C,d10d10_2_21,d10d10_2_21,"0,1"
Pregunta D10D88.2.21 ¿A dónde acudió? - NO RESPONDE,1,C,d10d88_2_21,d10d88_2_21,"0,1"
Pregunta D10D99.2.21 ¿A dónde acudió? - NO SABE,1,C,d10d99_2_21,d10d99_2_21,"0,1"
"Pregunta D8.3.21 En el último año, ¿como cuántas veces ha visitado o consultado con un doctor o personal médico?",3,C,d8_3_21,d8_3_21,"000...365,888,999"
"Pregunta D9.3.21 Incluyendo todas las veces, ¿como cuánto se pagó por esto en efectivo o se pagó en especie?",6,C,d9_3_21,d9_3_21,"000000...500000,777777, 888888,999999"
"Pregunta D10A3.21 ¿Diría usted que son más de $2,000 pesos?",1,C,d10a3_21,d10a3_21,"1,2,9"
Pregunta D10B3.21 ¿Diría usted que son más de $400 pesos?,1,C,d10b3_21,d10b3_21,"1,2,9"
"Pregunta D10C3.21 ¿Diría usted que son más de $15,000 pesos?",1,C,d10c3_21,d10c3_21,"1,2,9"
Pregunta D10D01.3.21 ¿A dónde acudió? - IMSS,1,C,d10d01_3_21,d10d01_3_21,"0,1"
Pregunta D10D02.3.21 ¿A dónde acudió? - ISSSTE / ISSSTE Estatal,1,C,d10d02_3_21,d10d02_3_21,"0,1"
Pregunta D10D03.3.21 ¿A dónde acudió? - Secretaría de Salud o Servicios Estatales de Salud,1,C,d10d03_3_21,d10d03_3_21,"0,1"
Pregunta D10D04.3.21 ¿A dónde acudió? - IMSS-BIENESTAR (antes IMSS PROSPERA),1,C,d10d04_3_21,d10d04_3_21,"0,1"
"Pregunta D10D05.3.21 ¿A dónde acudió? - PEMEX, Defensa o Marina",1,C,d10d05_3_21,d10d05_3_21,"0,1"
Pregunta D10D06.3.21 ¿A dónde acudió? - Clínica u hospital privado,1,C,d10d06_3_21,d10d06_3_21,"0,1"
Pregunta D10D07.3.21 ¿A dónde acudió? - Cruz Roja,1,C,d10d07_3_21,d10d07_3_21,"0,1"
Pregunta D10D08.3.21 ¿A dónde acudió? - Consultorio en farmacia,1,C,d10d08_3_21,d10d08_3_21,"0,1"
Pregunta D10D09.3.21 ¿A dónde acudió? - Quiropráctico / Homeópata / Curandero,1,C,d10d09_3_21,d10d09_3_21,"0,1"
Pregunta D10D10.3.21 ¿A dónde acudió? - OTRO,1,C,d10d10_3_21,d10d10_3_21,"0,1"
Pregunta D10D88.3.21 ¿A dónde acudió? - NO RESPONDE,1,C,d10d88_3_21,d10d88_3_21,"0,1"
Pregunta D10D99.3.21 ¿A dónde acudió? - NO SABE,1,C,d10d99_3_21,d10d99_3_21,"0,1"
"Pregunta D11.21 En el último año, ¿consultó con un dependiente de farmacia o botica acerca de su salud?",1,C,d11_21,d11_21,"1,2,8,9"
"Pregunta D12A.21 Piense en el último año, en un mes normal, ¿cuánto se pagó por los medicamentos que usted toma?",6,C,d12a_21,d12a_21,"000000...100000,777777,888888,999999"
Pregunta D12B.A.21 ¿Diría usted que son más de $400 pesos?,1,C,d12b_a_21,d12b_a_21,"1,2,9"
Pregunta D12B.B.21 ¿Diría usted que son más de $200 pesos?,1,C,d12b_b_21,d12b_b_21,"1,2,9"
"Pregunta D12B.C.21 ¿Diría usted que son más de $2,000 pesos?",1,C,d12b_c_21,d12b_c_21,"1,2,9"
"Pregunta D12C.21 En el último año, ¿dejó de tomar alguna medicina necesaria debido a su costo?",1,C,d12c_21,d12c_21,"1,2,8,9"
Pregunta D12D.21 De marzo de 2020 a la fecha ¿usted visitó o consultó con un doctor o personal médico debido al COVID-19?,1,C,d12d_21,d12d_21,"1,2,8,9"
Pregunta D12E.21 ¿Estuvo usted hospitalizado(a) debido al COVID-19?,1,C,d12e_21,d12e_21,"1,2,8,9"
Pregunta D12F.21 ¿Cuántos días estuvo hospitalizado(a)?,3,C,d12f_21,d12f_21,"001...120,888,999"
"Pregunta D13.21 En el último año, ¿quién pagó principalmente por los gastos médicos que tuvo que hacer?",2,C,d13_21,d13_21,"01...08,88,99"
"Pregunta D15.21 En los últimos dos años, ¿pensó alguna vez que tenía un problema serio de salud pero no fue al doctor?",1,C,d15_21,d15_21,"1,2,8,9"
Pregunta D16A.21 ¿A qué se debió que no haya ido al médico? - Creyó que no le ayudaría a mejorarse,1,C,d16a_21,d16a_21,"1,2,8,9"
Pregunta D16B.21 ¿A qué se debió que no haya ido al médico? - Creyó que se tardaría mucho en llegar,1,C,d16b_21,d16b_21,"1,2,8,9"
Pregunta D16C.21 ¿A qué se debió que no haya ido al médico? - No tenía dinero,1,C,d16c_21,d16c_21,"1,2,8,9"
Pregunta D16D.21 ¿A qué se debió que no haya ido al médico? - No quiso molestar a alguien para que lo llevara,1,C,d16d_21,d16d_21,"1,2,8,9"
Pregunta D16E.21 ¿A qué se debió que no haya ido al médico? - Le dio miedo saber lo que el doctor iba a encontrarle,1,C,d16e_21,d16e_21,"1,2,8,9"
Pregunta D16F.21 ¿A qué se debió que no haya ido al médico? - No pudo conseguir una cita,1,C,d16f_21,d16f_21,"1,2,8,9"
Pregunta D16G.21 ¿A qué se debió que no haya ido al médico? - Consideró que su problema o malestar podía esperar,1,C,d16g_21,d16g_21,"1,2,8,9"
Pregunta D16H.21 ¿A qué se debió que no haya ido al médico? - Tenía miedo de contagiarse al asistir,1,C,d16h_21,d16h_21,"1,2,8,9"
Pregunta D17.01.21 ¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)? - IMSS,1,C,d17_01_21,d17_01_21,"0,1"
Pregunta D17.02.21 ¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)? - ISSSTE / ISSSTE Estatal,1,C,d17_02_21,d17_02_21,"0,1"
Pregunta D17.03.21 ¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)? - Secretaría de Salud o Servicios Estatales de Salud,1,C,d17_03_21,d17_03_21,"0,1"
Pregunta D17.04.21 ¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)? - IMSS-BIENESTAR (antes IMSS PROSPERA),1,C,d17_04_21,d17_04_21,"0,1"
"Pregunta D17.05.21 ¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)? - PEMEX, Defensa o Marina",1,C,d17_05_21,d17_05_21,"0,1"
Pregunta D17.06.21 ¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)? - Clínica u hospital privado,1,C,d17_06_21,d17_06_21,"0,1"
Pregunta D17.07.21 ¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)? - Cruz Roja,1,C,d17_07_21,d17_07_21,"0,1"
Pregunta D17.08.21 ¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)? - Farmacia,1,C,d17_08_21,d17_08_21,"0,1"
Pregunta D17.09.21 ¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)? - Consultorio en farmacia,1,C,d17_09_21,d17_09_21,"0,1"
Pregunta D17.10.21 ¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)? - Quiropráctico / Homeópata / Curandero /Huesero / Curandero / Hierbero,1,C,d17_10_21,d17_10_21,"0,1"
Pregunta D17.11.21 ¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)? - NINGUNO,1,C,d17_11_21,d17_11_21,"0,1"
Pregunta D17.12.21 ¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)? - SE AUTOMEDICA,1,C,d17_12_21,d17_12_21,"0,1"
Pregunta D17.13.21 ¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)? - OTROS,1,C,d17_13_21,d17_13_21,"0,1"
Pregunta D17.88.21 ¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)? - NO RESPONDE,1,C,d17_88_21,d17_88_21,"0,1"
Pregunta D17.99.21 ¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)? - NO SABE,1,C,d17_99_21,d17_99_21,"0,1"
Pregunta D18.01.21 ¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón) IMSS?,1,C,d18_01_21,d18_01_21,"0,1"
Pregunta D18.02.21 ¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón) ISSSTE / ISSSTE Estatal?,1,C,d18_02_21,d18_02_21,"0,1"
Pregunta D18.03.21 ¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón) Secretaría de Salud o Servicios Estatales de Salud?,1,C,d18_03_21,d18_03_21,"0,1"
Pregunta D18.04.21 ¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón) IMSS-BIENESTAR (antes IMSS PROSPERA)?,1,C,d18_04_21,d18_04_21,"0,1"
"Pregunta D18.05.21 ¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón) PEMEX, Defensa o Marina?",1,C,d18_05_21,d18_05_21,"0,1"
Pregunta D18.06.21 ¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón) Clínica u hospital privado?,1,C,d18_06_21,d18_06_21,"0,1"
Pregunta D18.07.21 ¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón) Cruz Roja?,1,C,d18_07_21,d18_07_21,"0,1"
Pregunta D18.08.21 ¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón) Farmacia?,1,C,d18_08_21,d18_08_21,"0,1"
Pregunta D18.09.21 ¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón) Consultorio en farmacia?,1,C,d18_09_21,d18_09_21,"0,1"
Pregunta D18.10.21 ¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón) Quiropráctico / Homeópata / Curandero /Huesero / Curandero / Hierbero?,1,C,d18_10_21,d18_10_21,"0,1"
Pregunta D18.11.21 ¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón) NINGUNO?,1,C,d18_11_21,d18_11_21,"0,1"
Pregunta D18.88.21 ¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón) NO RESPONDE?,1,C,d18_88_21,d18_88_21,"0,1"
Pregunta D18.99.21 ¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón) NO SABE?,1,C,d18_99_21,d18_99_21,"0,1"
"Pregunta D26A.21 Durante el último mes (o las últimas cuatro semanas), ¿ha pasado tiempo en otras habitaciones de su vivienda, además de la habitación donde duerme?",1,C,d26a_21,d26a_21,"1,2,8,9"
"Pregunta D26B.21 Durante el último mes (o las últimas cuatro semanas), ¿ha pasado tiempo en un área afuera de su vivienda, como su porche, cochera, terraza, zaguán, pasillo (de un edificio de departamentos), garaje, en su propio patio o entrada?",1,C,d26b_21,d26b_21,"1,2,8,9"
"Pregunta D26C.21 Durante el último mes (o las últimas cuatro semanas), ¿ha pasado tiempo en lugares en su vecindario o colonia, fuera de su propio patio o edificio?",1,C,d26c_21,d26c_21,"1,2,8,9"
"Pregunta D26D.21 Durante el último mes (o las últimas cuatro semanas), ¿ha pasado tiempo en lugares fuera de su vecindario o colonia, pero dentro de su ciudad (o pueblo)?",1,C,d26d_21,d26d_21,"1,2,8,9"
"Pregunta D26E.21 Durante el último mes (o las últimas cuatro semanas), ¿ha pasado tiempo en lugares fuera de su ciudad (o pueblo)?",1,C,d26e_21,d26e_21,"1,2,8,9"
Pregunta D27.21 Registra si el entrevistado es casado o unido,1,C,d27_21,d27_21,"1,2"
"Pregunta D28.21 Cuando se trata de tomar decisiones familiares importantes, ¿quién tiene mayor peso en las decisiones, usted o su cónyuge?",1,C,d28_21,d28_21,"1...3,8,9"
"Pregunta D30.21 ¿Diría que (él/ella) tiene mucho más peso en las decisiones que usted, o solamente algo más de peso?",1,C,d30_21,d30_21,"1,2,8,9"
"Pregunta D31.21 Cuando se trata de tomar una decisión personal importante como si va usted al médico o va a hacerse una cirugía, ¿cuánto peso diría que usted tiene en la decisión?, ¿diría que...?",1,C,d31_21,d31_21,"1...3,8,9"
"Pregunta D32.21 Cuando se trata de tomar la decisión final acerca de tratamiento médico, ¿diría que prefiere...?",1,C,d32_21,d32_21,"1...3,8,9"
"Pregunta D33A.21 Se presentan cinco afirmaciones con las que usted puede o no estar de acuerdo. Por favor dígame lo que piensa en cada caso. Responda abierta y sinceramente. - En la mayoría de las cosas, mi vida está cerca de mi ideal",1,C,d33a_21,d33a_21,"1...3,8,9"
Pregunta D33B.21 Se presentan cinco afirmaciones con las que usted puede o no estar de acuerdo. Por favor dígame lo que piensa en cada caso. Responda abierta y sinceramente. - Las condiciones de mi vida son excelentes,1,C,d33b_21,d33b_21,"1...3,8,9"
